id,lat,lon,z
719090-99999,63.756,-68.556,33.5
719094-99999,62.85,-69.883,53
719104-99999,56.533,-79.25,32
719110-99999,68.817,-93.433,43
719120-99999,56.35,-94.717,145
719130-99999,58.733,-94.05,29
719140-99999,48.767,-123.117,178
719143-99999,72.982,-84.614,641.9
719145-99999,69.547,-93.577,28
719150-99999,64.193,-83.359,64
719156-99999,68.633,-95.85,48
719160-99999,73.233,-119.533,42
719170-99999,79.983,-85.933,10
719180-99999,68.433,-89.717,324.5
719194-99999,68.534,-89.808,17.1
719220-99999,55.151,-105.262,378.6
719240-99999,74.717,-94.969,65.5
719246-99999,76.417,-82.9,45
719250-99999,69.108,-105.138,27.4
719264-99999,61.1,-94.067,10
719284-99999,52.43,-114.904,988.8
719300-99999,54.15,-115.783,782
719350-99999,60.833,-115.783,165.5
719360-99999,62.463,-114.44,205.7
719380-99999,67.817,-115.144,22.6
719390-26114,68.933,-116.917,16
719400-99999,55.18,-118.885,669
719430-99999,56.238,-120.74,694.9
719440-99999,55.3,-123.133,690
719455-99999,47.517,-52.983,13
719460-99999,61.76,-121.237,169.2
719465-99999,63.209,-123.437,149
719480-27202,70.167,-124.7,87
719485-99999,69.361,-124.059,5.5
719490-99999,62.233,-133.35,717
719493-99999,62.208,-133.376,716.6
719494-99999,70.763,-117.806,35.7
719510-99999,54.469,-128.576,217.3
719530-99999,60.116,-128.823,687.3
719550-99999,55.933,-129.983,7.3
719574-99999,67.408,-134.861,35.4
719575-99999,68.223,-135.006,6.4
719576-99999,64.917,-125.567,98
719580-99999,58.433,-130.017,807
719590-26394,46.633,-60.933,44
719595-99999,69.433,-133.026,4.6
719600-99999,69.6,-130.9,102
719630-99999,63.6,-105.133,317
719640-99999,60.71,-135.067,706.2
719650-99999,63.616,-135.868,503.8
719664-99999,64.05,-139.13,370
719665-99999,67.571,-139.839,251.2
719674-99999,61.367,-139.033,827
719675-99999,62.417,-140.867,649
719680-99999,68.95,-137.22,56
719720-99999,61.58,-64.65,369
719740-99999,74.13,-119.98,32
719750-99999,64.95,-63.58,583
719780-99999,69.15,-140.15,244
719790-99999,53.8,-118.45,1448
719800-99999,61.95,-127.2,618
719870-99999,47.05,-63.983,8
719880-99999,44.283,-66.35,16
719990-99999,50.683,-121.933,235
720110-53983,30.784,-98.662,335.9
720113-54829,42.543,-83.178,218.2
720120-63837,32.217,-80.7,7.3
720137-04867,41.425,-88.419,178
720151-03049,30.383,-103.683,1375.6
720172-53996,34.545,-94.203,328.9
720175-53919,33.636,-91.756,88.4
720198-54813,46.412,-86.65,186.5
720257-63835,31.397,-84.895,65.2
720258-04997,46.619,-93.31,374.3
720261-53976,33.175,-97.828,259.4
720265-63833,32.915,-85.963,209.1
720266-54809,41.275,-85.84,259.1
720267-23224,38.955,-121.082,466.7
720268-53882,30.983,-84.633,43
720269-12982,27.207,-98.121,34.1
720271-03044,32.213,-101.521,784.3
720272-94282,48.467,-122.417,42.7
720273-12981,28.973,-95.863,13.7
720274-93799,34.273,-78.715,29.9
720275-04872,41.736,-83.655,203.9
720276-12983,26.442,-98.129,24.4
720277-63843,35.256,-81.601,258.2
720278-03704,36.687,-77.483,38.7
720283-04927,43.677,-92.18,388.9
720284-04877,42.574,-84.811,267.6
720285-03734,37.521,-76.765,7.3
720286-53977,32.444,-97.817,237.1
720287-53967,33.714,-96.674,228.3
720288-03711,36.361,-78.529,160.6
720289-63836,33.53,-82.516,151.8
720291-53970,32.747,-96.531,136.3
720295-53972,32.084,-97.097,208.8
720296-53945,30.886,-94.035,64.9
720297-03730,37.239,-76.716,14.9
720298-53971,31.869,-95.218,206.4
720299-53966,32.456,-96.913,228.3
720303-53973,30.872,-96.622,86.9
720304-64752,40.1,-75.267,92.1
720305-53964,33.254,-97.581,319.1
720306-53879,38.96,-94.371,303.9
720307-63804,34.861,-86.557,230.1
720308-04992,41.196,-96.112,319.7
720311-53962,33.096,-94.961,110.6
720312-04964,41.4,-92.946,269.8
720313-03052,35.613,-100.996,989.1
720315-03045,36.414,-100.75,889.4
720317-03735,38.398,-77.456,64.6
720318-53965,33.11,-98.555,342.3
720319-63841,39.016,-87.65,140.8
720320-53981,32.354,-97.434,260.3
720321-04893,45.654,-84.519,193.6
720322-04129,48.299,-116.56,648.3
720323-93947,30.243,-98.91,516.6
720324-64753,40.435,-75.382,160.3
720326-04981,42.219,-92.026,257.6
720327-04995,44.892,-91.868,272.8
720328-63832,39,-80.274,498.4
720330-63853,38.607,-87.727,161.2
720340-54818,44.626,-86.201,192.6
720343-54852,44.333,-89.02,251.8
720344-54920,42.732,-95.556,373.7
720345-94086,42.796,-109.807,2159.8
720346-53991,30.75,-92.688,32.6
720347-63877,33.598,-83.139,206.4
720351-54919,41.226,-92.491,256
720353-63875,36.611,-83.738,351.7
720354-63901,34.699,-99.338,436.8
720357-53993,35.95,-96.773,279.2
720368-54924,43.987,-95.783,494.7
722003-54930,44.476,-93.016,280.4
722006-54926,43.621,-96.216,436.2
722007-54828,43.459,-83.446,213.7
722010-12836,24.557,-81.755,0.3
722011-92813,28.29,-81.437,25
722014-12818,28.474,-82.454,23.5
722016-12896,24.726,-81.052,2.4
722020-12839,25.788,-80.317,8.8
722021-92816,28.014,-82.345,6.7
722024-99999,25.9,-80.283,2
722025-12849,26.072,-80.154,3.4
722026-12826,25.483,-80.383,1.5
722029-99999,25.65,-80.433,2
722030-12844,26.685,-80.099,5.8
722031-63839,34.269,-86.858,293.5
722032-54916,44.074,-93.553,343.2
722033-04999,44.753,-95.556,319.1
722034-12812,26.917,-81.991,7.6
722037-92809,25.999,-80.241,2.7
722038-99999,26.153,-81.775,2
722039-99999,26.2,-80.167,4
722040-12838,28.101,-80.644,8.2
722042-53978,32.742,-95.496,132.3
722045-12843,27.653,-80.243,8.5
722046-99999,28.517,-80.8,10
722049-99999,26.25,-80.117,6
722050-12815,28.434,-81.325,27.4
722051-12841,28.545,-81.333,34.1
722054-53959,35.135,-90.234,65.2
722055-99999,29.167,-82.217,27
722056-12834,29.183,-81.048,12.5
722057-12854,28.78,-81.244,16.8
722059-04866,42.69,-88.304,237.4
722060-13889,30.495,-81.694,7.9
722062-63842,31.477,-82.861,78.3
722065-93837,30.233,-81.667,6.1
722066-03853,30.4,-81.417,4.9
722068-99999,30.333,-81.517,12
722069-53853,30.4,-86.472,6.7
722070-03822,32.131,-81.202,14
722073-03727,34.976,-78.364,45.1
722074-63840,38.089,-88.123,118.3
722075-04871,41.932,-88.708,278.9
722076-94891,40.2,-87.6,202.4
722078-53938,34.471,-97.951,339.2
722079-53888,35.781,-80.304,223.4
722080-13880,32.899,-80.041,12.2
722081-13730,39.417,-77.383,92.4
722082-04876,42.246,-89.582,261.8
722085-93831,32.483,-80.717,11.3
722089-94959,40.933,-90.433,232.9
722090-99999,31.883,-81.567,14
722091-53940,36.294,-95.479,221
722092-53941,36.605,-94.738,253.9
722093-04878,44.68,-84.729,350.2
722094-53984,32.699,-97.047,179.5
722095-03030,36.682,-101.505,951.9
722096-53127,35.976,-115.133,749.2
722099-53936,35.724,-96.82,299.9
722103-99999,27.483,-80.367,7
722104-92806,27.765,-82.628,2.4
722106-12835,26.585,-81.861,4.6
722107-03056,32.675,-102.654,1010.4
722108-99999,26.533,-81.75,9
722109-00355,34.317,-84.417,372.2
722110-12842,27.962,-82.54,5.8
722112-53982,32.699,-94.949,126.5
722113-53979,30.169,-96.98,147.8
722114-54901,45.159,-93.843,294.7
722115-99999,27.383,-82.55,9
722116-99999,27.9,-82.683,3
722119-99999,27.983,-82.017,43
722120-12833,29.633,-83.105,11.6
722122-03050,32.693,-100.951,740.7
722123-12809,27.95,-81.783,38.1
722124-04998,40.149,-97.587,449
722125-04829,43.433,-83.867,182.9
722126-04879,41.54,-87.532,187.8
722127-04880,41.071,-87.846,191.7
722129-04939,46.839,-96.663,279.5
722130-13861,31.25,-82.4,43.3
722131-03713,35.541,-78.39,50.3
722132-63801,35.39,-80.707,214.9
722134-63822,32.193,-82.372,83.5
722135-13870,31.536,-82.507,62.8
722136-99999,31.25,-81.467,8
722137-13878,31.152,-81.391,4.9
722140-93805,30.393,-84.353,16.8
722141-03731,36.023,-78.33,112.5
722142-04114,44.523,-114.215,1546
722143-53975,32.579,-96.719,152.7
722144-04945,45.236,-93.986,313.3
722145-04884,45.426,-84.913,206.4
722146-12816,29.692,-82.276,50.3
722147-53817,31.083,-83.8,86.3
722148-63824,35.417,-80.151,185.6
722151-14794,41.35,-71.799,24.7
722152-53957,36.437,-99.521,666.9
722154-53885,34.722,-84.869,216.4
722156-53873,34.123,-84.849,232.6
722157-04949,40.52,-90.652,215.5
722160-13869,31.536,-84.194,57.9
722164-53949,35.668,-95.949,219.5
722165-13815,34.983,-89.783,123
722166-93845,30.783,-83.277,60.4
722167-99999,38.25,-78.05,142
722168-04960,44.779,-95.033,328
722169-03058,31.383,-103.511,796.4
722170-03813,32.685,-83.653,104.6
722171-04889,40.924,-88.624,200.9
722174-23097,34.167,-101.717,1028.4
722175-13860,32.633,-83.6,89.6
722177-63811,35.195,-83.865,516.9
722178-53953,35.021,-94.621,137.5
722179-04968,45.15,-92.533,303.6
722180-03820,33.364,-81.963,40.2
722181-13837,33.467,-82.039,128.9
722182-04890,41.893,-89.078,238.1
722183-04972,45.823,-92.373,301.5
722185-53838,34.272,-83.83,388.6
722186-04892,45.689,-85.566,203
722187-93911,35.357,-96.943,327.1
722189-92815,27.182,-80.221,5.5
722190-13874,33.63,-84.442,307.9
722191-03721,33.929,-78.075,7.6
722192-23033,32.473,-100.466,725.4
722193-03722,36.285,-78.984,185.6
722195-99999,33.767,-84.517,256
722196-99999,33.867,-84.3,306
722197-53819,33.355,-84.567,243.2
722198-63819,36.2,-81.65,910.4
722199-53956,35.929,-95.004,266.1
722200-12832,29.733,-85.033,5.8
722201-03723,35.582,-79.101,75.3
722202-12985,29.211,-99.744,287.1
722204-04996,42.046,-90.108,187.8
722208-04224,48.708,-122.911,9.5
722209-12986,28.654,-96.681,9.1
722210-13858,30.483,-86.517,26.5
722211-94087,41.964,-100.569,888.2
722212-92814,29.959,-81.34,3.1
722213-12819,28.821,-81.81,23.5
722214-03070,35.858,-102.013,1129.3
722215-13884,30.78,-86.523,57.9
722217-63881,32.564,-82.985,94.2
722223-13899,30.478,-87.187,34.1
722225-03855,30.35,-87.317,8.5
722226-93841,30.717,-87.017,60.7
722230-13894,30.688,-88.246,65.5
722235-13838,30.626,-88.068,7.9
722245-99999,30.2,-85.683,6
722246-03844,30.65,-86.517,58
722247-54785,40.624,-74.669,32
722250-13829,32.35,-85,70.7
722255-93842,32.516,-84.942,119.5
722256-64774,42.098,-70.672,3.4
722260-13895,32.3,-86.408,61.6
722265-13821,32.383,-86.35,52.1
722266-13850,32.35,-86.983,51
722267-03878,31.861,-86.012,121
722268-93843,31.317,-85.45,122
722269-03850,31.267,-85.717,91.7
722270-13864,33.917,-84.517,325.5
722275-99999,31.309,-86.394,94.5
722276-53820,31.416,-87.044,78.6
722279-53852,34.653,-86.945,180.4
722280-13876,33.566,-86.745,187.5
722284-03892,32.616,-85.433,236.5
722286-93806,33.212,-87.616,45.7
722287-13871,33.587,-85.856,181.1
722300-53864,33.178,-86.782,172.2
722310-12916,29.997,-90.278,1.2
722312-03908,30.521,-90.418,13.4
722314-03934,30.033,-91.883,7
722314-53915,30.038,-91.884,7.3
722315-53917,30.049,-90.029,2.7
722316-12958,29.817,-90.017,0.6
722317-13970,30.537,-91.147,23.2
722320-12884,29.333,-89.408,0.3
722324-03071,32.036,-102.101,854.4
722329-12936,29.717,-91.333,2.7
722330-53865,30.343,-89.822,8.2
722332-54953,45.469,-89.806,452.9
722334-03976,30.833,-93.333,62.2
722336-99999,29.33,-89.4,1
722340-13865,32.335,-88.744,89.6
722341-92822,29.296,-81.113,8.8
722343-54826,42.351,-86.256,203
722345-03866,32.55,-88.567,82.6
722346-54824,42.993,-84.139,224.3
722348-99999,31.467,-89.333,91
722350-03940,32.321,-90.078,100.6
722351-12953,29.266,-96.008,30.5
722354-13927,32.337,-90.221,104.2
722356-13939,33.483,-90.985,39.3
722357-99999,31.617,-91.3,83
722358-93919,31.183,-90.471,125.9
722359-13978,33.496,-90.087,40.5
722361-92808,29.054,-80.948,3.1
722362-93937,33.167,-95.617,149.1
722364-23903,34.681,-90.347,59.1
722390-03931,31.05,-93.183,100.6
722400-03937,30.125,-93.228,2.7
722403-99999,29.56,-91.533,0
722404-13941,30.21,-93.143,5.2
722405-13976,30.205,-91.988,11.6
722406-99999,29.567,-90.66,3
722410-12917,29.951,-94.021,4.9
722416-12971,29.709,-98.046,196.6
722420-12923,29.273,-94.859,1.5
722427-12975,29.519,-95.242,13.4
722429-53910,30.068,-95.556,46.3
722429-99999,30.067,-95.55,46
722430-12960,29.98,-95.36,29
722435-12918,29.638,-95.282,14.3
722436-12906,29.617,-95.167,9.8
722444-53902,30.357,-95.414,74.7
722445-03904,30.589,-96.365,100
722446-93987,31.236,-94.754,87.8
722447-03901,32.385,-94.712,113.7
722447-53903,30.744,-95.586,111.6
722448-99999,32.35,-95.4,166
722469-53912,32.031,-96.399,136.6
722470-03901,32.385,-94.712,111.3
722480-13957,32.447,-93.824,77.4
722484-53905,32.543,-93.745,54.6
722485-13944,32.5,-93.667,50.6
722486-13942,32.516,-92.041,24.1
722487-13935,31.395,-92.291,36
722488-03996,32.35,-91.028,26.2
722489-53911,32.71,-96.267,144.8
722499-53948,31.578,-94.709,108.2
722500-12919,25.914,-97.423,7.3
722505-12904,26.228,-97.654,10.4
722506-12959,26.184,-98.254,30.5
722508-12957,26.166,-97.346,5.8
722510-12924,27.774,-97.512,13.4
722516-12928,27.5,-97.817,15.2
722517-12932,27.741,-98.025,52.7
722520-12920,27.55,-99.467,155
722523-12970,29.339,-98.472,174
722524-12972,28.084,-97.046,6.7
722526-12947,28.457,-99.218,145.1
722527-12976,29.11,-95.462,7.6
722530-12921,29.544,-98.484,240.5
722533-12962,29.36,-99.174,280.4
722535-12909,29.383,-98.583,210.3
722536-12911,29.533,-98.262,221.9
722537-12961,29.983,-99.083,492.9
722539-12979,29.891,-97.864,182
722540-13958,30.321,-97.76,200.6
722541-53914,33.19,-96.591,178.6
722542-03999,30.741,-98.235,392.6
722543-12977,29.622,-95.657,25.6
722545-99999,30.2,-97.683,165
722547-53942,30.679,-97.679,239.9
722550-12912,28.861,-96.93,35.1
722552-93929,33.651,-97.197,255.7
722555-12935,28.725,-96.254,3.7
722556-12925,28.367,-97.667,20.1
722560-13959,31.619,-97.228,152.4
722563-53952,31.485,-97.316,180.4
722570-03933,31.133,-97.717,281.6
722575-99999,31.083,-97.683,258
722576-03902,31.067,-97.833,309.4
722577-99999,31.15,-97.4,208
722580-13960,32.852,-96.856,134.1
722585-93901,32.733,-96.967,150
722586-99999,29.267,-100.283,345
722587-99999,33.633,-95.45,167
722588-99999,33.067,-96.067,163
722589-03991,33.206,-97.199,195.7
722590-03927,32.898,-97.019,170.7
722593-03985,32.565,-97.308,213.4
722594-53909,32.973,-97.318,208.8
722595-13911,32.767,-97.45,185.3
722596-13961,32.819,-97.361,215.2
722597-93985,32.782,-98.06,283.5
722598-99999,32.967,-96.833,196
722599-99999,32.683,-96.867,201
722600-03969,32.215,-98.178,402.6
722610-22010,29.378,-100.927,304.5
722615-22001,29.367,-100.783,329.8
722616-03032,30.048,-102.213,707.8
722618-23091,30.912,-102.917,917.5
722620-23055,31.831,-104.809,1663
722630-23034,31.352,-100.495,584
722636-93042,36.017,-102.55,1217.4
722637-93046,35.9,-100.4,730.3
722640-93035,30.371,-104.017,1478
722648-03031,31.921,-102.387,914.7
722650-23023,31.948,-102.209,872.3
722655-23005,32.217,-101.517,780.9
722656-23040,31.78,-103.202,855.6
722660-13962,32.411,-99.682,545.6
722666-93943,31.8,-98.95,419.7
722670-23042,33.666,-101.823,991.8
722673-99999,33.72,-96.67,228
722675-23021,33.6,-102.05,1017
722676-99999,32.85,-104.467,1079
722677-03027,35.003,-105.663,2159.8
722678-23052,36.741,-104.502,1935.2
722680-23009,33.308,-104.508,1112.2
722683-93083,33.45,-105.517,2075.7
722686-23008,34.383,-103.317,1309.1
722687-93033,32.334,-104.258,985.1
722688-93034,32.693,-103.213,1114
722689-23077,34.433,-103.083,1285
722690-99999,32.383,-106.483,1244
722693-93097,32.84,-105.991,1280.2
722695-99999,32.283,-106.917,1358
722700-23044,31.811,-106.376,1194.2
722710-93045,33.237,-107.268,1478.3
722721-93063,32.633,-108.167,1637.7
722725-23078,32.262,-107.721,1310.9
722725-99999,32.25,-107.717,1315
722728-03196,31.421,-110.846,1198.5
722730-03124,31.588,-110.344,1438.4
722735-93026,31.458,-109.606,1250
722740-23160,32.131,-110.955,776.9
722745-23109,32.167,-110.883,824.2
722747-99999,32.85,-109.633,968
722749-53128,33.269,-111.813,378.9
722764-03029,35.658,-109.061,2054.1
722780-23183,33.428,-112.004,337.4
722783-99999,33.467,-111.733,424
722784-99999,33.688,-112.083,450
722785-23111,33.55,-112.367,330.7
722786-23104,33.3,-111.667,421.2
722787-53126,33.527,-112.295,324.9
722788-99999,33.417,-112.383,295
722789-99999,33.623,-111.911,460
722800-23195,32.667,-114.6,62.8
722810-23199,32.817,-115.683,-12.8
722820-03949,31.4,-93.283,111.3
722860-23119,33.9,-117.25,468.2
722865-93180,34.067,-117.65,303.9
722866-23122,34.095,-117.235,353.3
722867-23156,33.933,-116.967,692
722868-99999,33.833,-116.5,145
722869-99999,33.95,-117.433,249
722874-93134,34.024,-118.291,54.6
722880-23152,34.201,-118.358,236.2
722885-99999,34.017,-118.45,53
722886-23130,34.21,-118.489,234.7
722887-99999,34.083,-117.783,308
722897-99999,35.233,-120.633,65
722899-03179,33.975,-117.636,198.1
722899-99999,33.967,-117.633,199
722900-23188,32.734,-117.183,4.6
722903-99999,32.816,-117.14,130
722904-23196,32.567,-116.967,160
722907-99999,32.833,-116.967,118
722909-93115,32.567,-117.117,7.3
722910-93116,33.24,-119.458,153
722920-23191,33.405,-118.416,488.3
722925-93117,33.023,-118.588,55.5
722926-03154,33.3,-117.35,22.9
722927-99999,33.128,-117.28,101
722934-53121,33.219,-117.349,8.5
722950-23174,33.938,-118.389,29.6
722953-99999,35.059,-118.152,851
722955-03122,33.802,-118.342,27.4
722956-99999,33.917,-118.333,20
722970-23129,33.812,-118.146,9.5
722972-63878,39.163,-89.675,210.3
722976-99999,33.867,-117.983,29
722977-93184,33.68,-117.866,16.5
723011-13748,34.268,-77.9,11.6
723030-13714,35.174,-79.009,66.5
723034-99999,35.033,-79.5,115
723035-99999,34.983,-78.883,58
723037-93765,34.733,-76.657,2.4
723046-99999,35.917,-75.7,4
723055-63816,35.765,-80.957,294.1
723060-13722,35.892,-78.782,126.8
723065-13783,35.633,-77.383,7.6
723066-13713,35.344,-77.965,33.2
723067-93726,35.317,-77.633,28.7
723068-99999,35.85,-77.883,48
723069-93753,34.833,-77.617,29.3
723069-99999,34.833,-77.617,29
723074-03703,36.028,-76.567,6.1
723075-13769,36.817,-76.033,7
723080-13737,36.903,-76.192,9.1
723083-13763,36.698,-76.903,12.5
723084-93775,37.708,-77.434,62.5
723085-13750,36.937,-76.289,5.2
723086-99999,37.133,-76.483,13
723087-93735,37.133,-76.6,3.7
723090-13754,34.9,-76.883,8.8
723095-93719,35.068,-77.048,5.8
723096-93727,34.708,-77.44,7.9
723097-93743,34.683,-77.033,6.4
723098-93798,38.527,-77.859,96.3
723100-13883,33.942,-81.118,68.6
723104-53867,33.971,-80.996,64.6
723105-03858,33.967,-80.8,77.4
723105-93833,33.921,-80.801,77
723106-13744,34.188,-79.731,44.5
723108-13776,34.608,-79.059,36.9
723109-93782,34.792,-79.366,67.1
723110-13873,33.948,-83.328,239.3
723114-03715,38.01,-77.97,150.3
723115-53854,33.462,-80.858,60.1
723116-03742,34.466,-79.89,58.5
723117-53871,34.987,-81.058,203.9
723118-53850,34.672,-82.886,271.6
723119-13886,34.846,-82.346,319.4
723120-03870,34.906,-82.213,291.1
723122-63889,34.758,-82.376,291.1
723123-14886,46.15,-89.217,519.4
723124-53874,34.249,-82.159,192.3
723125-93846,34.498,-82.71,235.6
723139-93729,35.233,-75.622,3.4
723140-13881,35.224,-80.955,221.9
723143-03720,35.237,-79.391,140.5
723145-03810,35.743,-81.382,362.1
723146-53892,36.432,-81.419,969.3
723147-53870,35.197,-81.156,242.9
723150-03812,35.432,-82.538,645.3
723156-63812,35.646,-80.52,235.6
723160-13870,31.536,-82.507,58.8
723165-63821,36.223,-81.098,396.2
723170-13723,36.097,-79.943,271.3
723174-93783,36.047,-79.477,188.1
723177-63807,36.46,-80.553,380.1
723183-13877,36.473,-82.404,464.8
723193-93807,36.134,-80.222,295.7
723194-53872,35.017,-80.621,207
723200-93801,34.348,-85.161,194.8
723230-03856,34.644,-86.787,190.2
